"eth","age","sex","time","zip","cases","tests"
"Black or African American","18-34",1,"16/2022","60620",0,1
"Black or African American","18-34",1,"17/2021","46304",0,1
"Black or African American","18-34",1,"17/2021","46307",0,1
"Black or African American","18-34",1,"17/2021","46312",0,1
"Black or African American","18-34",1,"17/2021","46323",0,2
"Black or African American","18-34",1,"17/2021","46368",0,1
"Black or African American","18-34",1,"17/2021","46401",0,1
"Black or African American","18-34",1,"17/2021","46403",0,1
"Black or African American","18-34",1,"17/2021","46410",0,2
"Black or African American","18-34",1,"17/2022","46307",0,1
"Black or African American","18-34",1,"17/2022","46368",0,1
"Black or African American","18-34",1,"17/2022","46383",0,1
"Black or African American","18-34",1,"17/2022","46404",1,1
"Black or African American","18-34",1,"18/2021","46310",0,1
"Black or African American","18-34",1,"18/2021","46312",0,2
"Black or African American","18-34",1,"18/2021","46319",0,1
"Black or African American","18-34",1,"18/2021","46322",0,1
"Black or African American","18-34",1,"18/2021","46323",0,1
"Black or African American","18-34",1,"18/2021","46324",0,1
"Black or African American","18-34",1,"18/2021","46327",0,1
"Black or African American","18-34",1,"18/2021","46404",0,1
"Black or African American","18-34",1,"18/2021","46408",0,1
"Black or African American","18-34",1,"18/2021","46410",0,2
"Black or African American","18-34",1,"18/2022","46324",0,1
"Black or African American","18-34",1,"18/2022","46327",0,1
"Black or African American","18-34",1,"18/2022","46360",0,1
"Black or African American","18-34",1,"18/2022","60478",0,1
"Black or African American","18-34",1,"19/2021","46322",0,1
"Black or African American","18-34",1,"19/2021","46323",0,2
"Black or African American","18-34",1,"19/2021","46406",0,1
"Black or African American","18-34",1,"19/2021","46408",0,1
"Black or African American","18-34",1,"19/2021","46410",0,1
"Black or African American","18-34",1,"19/2022","46312",0,2
"Black or African American","18-34",1,"19/2022","46360",0,1
"Black or African American","18-34",1,"2/2021","46312",0,2
"Black or African American","18-34",1,"2/2021","46319",0,1
"Black or African American","18-34",1,"2/2021","46320",0,2
"Black or African American","18-34",1,"2/2021","46321",0,1
"Black or African American","18-34",1,"2/2021","46323",0,1
"Black or African American","18-34",1,"2/2021","46375",0,1
"Black or African American","18-34",1,"2/2021","46403",0,1
"Black or African American","18-34",1,"2/2021","46407",0,1
"Black or African American","18-34",1,"2/2021","46408",0,2
"Black or African American","18-34",1,"2/2021","46410",0,2
"Black or African American","18-34",1,"2/2021","60406",0,1
"Black or African American","18-34",1,"2/2021","60438",0,1
"Black or African American","18-34",1,"2/2022","46324",0,1
"Black or African American","18-34",1,"20/2020","46307",0,1
"Black or African American","18-34",1,"20/2020","46323",0,2
"Black or African American","18-34",1,"20/2020","46394",0,1
"Black or African American","18-34",1,"20/2021","46312",0,2
"Black or African American","18-34",1,"20/2021","46323",0,2
"Black or African American","18-34",1,"20/2021","46324",0,1
"Black or African American","18-34",1,"20/2021","46404",0,1
"Black or African American","18-34",1,"20/2021","46407",0,1
"Black or African American","18-34",1,"20/2021","46408",0,1
"Black or African American","18-34",1,"20/2021","46410",0,1
"Black or African American","18-34",1,"20/2021","60417",0,1
"Black or African American","18-34",1,"20/2022","46320",0,1
"Black or African American","18-34",1,"20/2022","46323",0,1
"Black or African American","18-34",1,"20/2022","46324",0,1
"Black or African American","18-34",1,"20/2022","46394",0,1
"Black or African American","18-34",1,"20/2022","60411",0,1
"Black or African American","18-34",1,"20/2022","60438",0,1
"Black or African American","18-34",1,"21/2020","46311",0,1
"Black or African American","18-34",1,"21/2020","46312",0,1
"Black or African American","18-34",1,"21/2020","46320",0,1
"Black or African American","18-34",1,"21/2020","46323",0,1
"Black or African American","18-34",1,"21/2020","46325",0,1
"Black or African American","18-34",1,"21/2020","46342",0,1
"Black or African American","18-34",1,"21/2020","46368",0,1
"Black or African American","18-34",1,"21/2020","46407",0,1
"Black or African American","18-34",1,"21/2020","46408",0,1
"Black or African American","18-34",1,"21/2021","46323",0,1
"Black or African American","18-34",1,"21/2021","46360",0,1
"Black or African American","18-34",1,"21/2021","46404",0,1
"Black or African American","18-34",1,"21/2021","46406",0,2
"Black or African American","18-34",1,"21/2021","46410",0,1
"Black or African American","18-34",1,"21/2022","46312",0,1
"Black or African American","18-34",1,"21/2022","46323",0,1
"Black or African American","18-34",1,"21/2022","46383",0,1
"Black or African American","18-34",1,"21/2022","46402",0,1
"Black or African American","18-34",1,"21/2022","60438",0,1
"Black or African American","18-34",1,"22/2020","46320",0,2
"Black or African American","18-34",1,"22/2020","46404",0,1
"Black or African American","18-34",1,"22/2020","46406",0,1
"Black or African American","18-34",1,"22/2020","46410",0,1
"Black or African American","18-34",1,"22/2021","46323",0,1
"Black or African American","18-34",1,"22/2021","46324",0,1
"Black or African American","18-34",1,"22/2021","60430",0,1
"Black or African American","18-34",1,"22/2021","60438",0,1
"Black or African American","18-34",1,"22/2021","60628",0,1
"Black or African American","18-34",1,"22/2021","60643",0,1
"Black or African American","18-34",1,"22/2022","46312",0,1
"Black or African American","18-34",1,"22/2022","46324",0,1
"Black or African American","18-34",1,"22/2022","46402",0,1
"Black or African American","18-34",1,"22/2022","46404",0,1
"Black or African American","18-34",1,"23/2020","46312",0,2
"Black or African American","18-34",1,"23/2020","46323",0,2
"Black or African American","18-34",1,"23/2020","46324",0,1
"Black or African American","18-34",1,"23/2020","46404",0,1
"Black or African American","18-34",1,"23/2020","46410",0,1
"Black or African American","18-34",1,"23/2021","46312",0,1
"Black or African American","18-34",1,"23/2021","46320",0,1
"Black or African American","18-34",1,"23/2021","46375",0,1
"Black or African American","18-34",1,"23/2021","46410",0,1
"Black or African American","18-34",1,"23/2022","46312",0,1
"Black or African American","18-34",1,"23/2022","46322",0,1
"Black or African American","18-34",1,"23/2022","46323",0,1
"Black or African American","18-34",1,"23/2022","46410",0,1
"Black or African American","18-34",1,"24/2020","46312",0,1
"Black or African American","18-34",1,"24/2020","46403",0,1
"Black or African American","18-34",1,"24/2020","46409",0,1
"Black or African American","18-34",1,"24/2020","60462",0,1
"Black or African American","18-34",1,"24/2020","60643",0,1
"Black or African American","18-34",1,"24/2021","46307",0,1
"Black or African American","18-34",1,"24/2021","46312",0,1
"Black or African American","18-34",1,"24/2021","46321",0,1
"Black or African American","18-34",1,"24/2021","46385",0,1
"Black or African American","18-34",1,"24/2021","46402",0,1
"Black or African American","18-34",1,"24/2021","46410",0,2
"Black or African American","18-34",1,"24/2022","46319",0,1
"Black or African American","18-34",1,"24/2022","46320",0,1
"Black or African American","18-34",1,"24/2022","46322",0,2
"Black or African American","18-34",1,"24/2022","46394",0,1
"Black or African American","18-34",1,"24/2022","46403",0,1
"Black or African American","18-34",1,"25/2020","46254",0,1
"Black or African American","18-34",1,"25/2020","46312",0,4
"Black or African American","18-34",1,"25/2020","46319",0,1
"Black or African American","18-34",1,"25/2020","46320",0,1
"Black or African American","18-34",1,"25/2020","60409",0,1
"Black or African American","18-34",1,"25/2020","60827",0,1
"Black or African American","18-34",1,"25/2021","46312",0,1
"Black or African American","18-34",1,"25/2021","46322",0,2
"Black or African American","18-34",1,"25/2021","46323",0,1
"Black or African American","18-34",1,"25/2021","46375",0,1
"Black or African American","18-34",1,"25/2021","46404",0,1
"Black or African American","18-34",1,"25/2021","46408",0,1
"Black or African American","18-34",1,"25/2022","46312",0,1
"Black or African American","18-34",1,"25/2022","46324",0,1
"Black or African American","18-34",1,"26/2020","46320",0,3
"Black or African American","18-34",1,"26/2020","46323",0,2
"Black or African American","18-34",1,"26/2020","46327",0,1
"Black or African American","18-34",1,"26/2020","46404",0,1
"Black or African American","18-34",1,"26/2020","60409",0,1
"Black or African American","18-34",1,"26/2021","46320",0,1
"Black or African American","18-34",1,"26/2021","46323",0,3
"Black or African American","18-34",1,"26/2021","46324",0,1
"Black or African American","18-34",1,"26/2021","46385",0,1
"Black or African American","18-34",1,"26/2021","46406",0,2
"Black or African American","18-34",1,"26/2021","46409",0,1
"Black or African American","18-34",1,"26/2021","60409",0,1
"Black or African American","18-34",1,"26/2021","60484",0,1
"Black or African American","18-34",1,"27/2020","46312",0,3
"Black or African American","18-34",1,"27/2020","46319",0,1
"Black or African American","18-34",1,"27/2020","46320",0,1
"Black or African American","18-34",1,"27/2020","46323",0,1
"Black or African American","18-34",1,"27/2020","46342",0,1
"Black or African American","18-34",1,"27/2020","46404",0,2
"Black or African American","18-34",1,"27/2020","46409",0,2
"Black or African American","18-34",1,"27/2020","46410",0,1
"Black or African American","18-34",1,"27/2020","60429",0,2
"Black or African American","18-34",1,"27/2021","46312",0,2
"Black or African American","18-34",1,"27/2021","46322",0,1
"Black or African American","18-34",1,"27/2021","46383",0,1
"Black or African American","18-34",1,"27/2021","46404",0,1
"Black or African American","18-34",1,"27/2021","46407",0,2
"Black or African American","18-34",1,"27/2021","46410",0,3
"Black or African American","18-34",1,"28/2020","46312",0,1
"Black or African American","18-34",1,"28/2020","46320",0,1
"Black or African American","18-34",1,"28/2020","46407",0,1
"Black or African American","18-34",1,"28/2020","60430",0,1
"Black or African American","18-34",1,"28/2021","46320",0,1
"Black or African American","18-34",1,"28/2021","46324",0,1
"Black or African American","18-34",1,"28/2021","46342",0,1
"Black or African American","18-34",1,"28/2021","46368",0,1
"Black or African American","18-34",1,"28/2021","46403",0,1
"Black or African American","18-34",1,"28/2021","46404",0,1
"Black or African American","18-34",1,"28/2021","46406",0,1
"Black or African American","18-34",1,"28/2021","46410",0,1
"Black or African American","18-34",1,"28/2021","60409",0,1
"Black or African American","18-34",1,"28/2021","60417",0,1
"Black or African American","18-34",1,"29/2021","46312",0,1
"Black or African American","18-34",1,"29/2021","46324",0,1
"Black or African American","18-34",1,"29/2021","46408",0,1
"Black or African American","18-34",1,"29/2021","46410",0,1
"Black or African American","18-34",1,"29/2021","60419",0,1
"Black or African American","18-34",1,"29/2021","60438",0,1
"Black or African American","18-34",1,"3/2021","46312",0,2
"Black or African American","18-34",1,"3/2021","46323",1,1
"Black or African American","18-34",1,"3/2021","46342",0,1
"Black or African American","18-34",1,"3/2021","46375",0,2
"Black or African American","18-34",1,"3/2021","60425",0,1
"Black or African American","18-34",1,"3/2022","46323",0,2
"Black or African American","18-34",1,"3/2022","46373",0,1
"Black or African American","18-34",1,"3/2022","46403",0,1
"Black or African American","18-34",1,"3/2022","46404",1,2
"Black or African American","18-34",1,"30/2021","46312",0,2
"Black or African American","18-34",1,"30/2021","46323",0,1
"Black or African American","18-34",1,"30/2021","46324",0,2
"Black or African American","18-34",1,"30/2021","46342",0,1
"Black or African American","18-34",1,"30/2021","46375",0,1
"Black or African American","18-34",1,"30/2021","46408",0,1
"Black or African American","18-34",1,"30/2021","46410",0,1
"Black or African American","18-34",1,"31/2020","46312",0,1
"Black or African American","18-34",1,"31/2020","46320",0,2
"Black or African American","18-34",1,"31/2020","46321",0,1
"Black or African American","18-34",1,"31/2020","46323",0,1
"Black or African American","18-34",1,"31/2020","46368",0,1
"Black or African American","18-34",1,"31/2020","46406",0,1
"Black or African American","18-34",1,"31/2020","46410",0,2
"Black or African American","18-34",1,"31/2020","60429",0,1
"Black or African American","18-34",1,"31/2020","60827",0,1
"Black or African American","18-34",1,"31/2021","46323",0,2
"Black or African American","18-34",1,"31/2021","46368",0,1
"Black or African American","18-34",1,"31/2021","46404",0,1
"Black or African American","18-34",1,"32/2020","46307",0,1
"Black or African American","18-34",1,"32/2020","46311",0,1
"Black or African American","18-34",1,"32/2020","46312",0,1
"Black or African American","18-34",1,"32/2020","46320",0,1
"Black or African American","18-34",1,"32/2020","46321",0,1
"Black or African American","18-34",1,"32/2020","46324",0,1
